orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber
16352,2024-10-25,2024-11-24,2024-11-03,Shipped,Priority customer — rush order.,21509
16353,2024-10-18,2024-11-10,,On Hold,,20880
16354,2025-01-19,2025-02-08,,On Hold,International shipment — customs docs needed.,21364
16355,2022-02-16,2022-03-15,2022-02-25,Shipped,Special discount applied.,24692
16356,2023-04-26,2023-05-09,2023-05-02,Shipped,Verified credit before processing.,21592
16357,2024-07-06,2024-07-29,2024-07-11,Resolved,Fragile items — handle with care.,20693
16358,2024-05-10,2024-05-20,2024-05-18,Shipped,International shipment — customs docs needed.,23920
16359,2024-01-13,2024-01-26,,Cancelled,International shipment — customs docs needed.,24625
16360,2026-04-21,2026-05-15,2026-04-24,Shipped,Gift wrapping requested.,20738
16361,2023-05-07,2023-05-24,2023-05-14,Shipped,Backorder — ship when available.,24375
16362,2024-06-10,2024-07-08,2024-06-18,Resolved,Fragile items — handle with care.,20219
16363,2024-05-27,2024-06-11,2024-05-29,Resolved,,21509
16364,2025-04-04,2025-04-24,,On Hold,Call before delivery.,20172
16365,2025-11-02,2025-11-24,2025-11-07,Disputed,,23505
16366,2022-09-26,2022-10-17,2022-10-06,Shipped,International shipment — customs docs needed.,23366
16367,2026-01-01,2026-01-18,2026-01-05,Disputed,Customer requested expedited shipping.,20754
16368,2023-03-05,2023-03-19,2023-03-09,Shipped,,23514
16369,2022-04-17,2022-05-02,2022-04-21,Shipped,,24835
16370,2026-01-19,2026-02-14,,Cancelled,,20002
16371,2024-10-08,2024-11-07,,Cancelled,Customer requested expedited shipping.,24862
16372,2025-08-23,2025-09-03,2025-08-25,Shipped,,20830
16373,2024-03-03,2024-03-11,,In Process,Gift wrapping requested.,24696
16374,2024-01-09,2024-01-24,2024-01-19,Shipped,Gift wrapping requested.,23975
16375,2026-01-13,2026-02-03,2026-01-18,Resolved,Special discount applied.,22263
16376,2022-01-24,2022-02-03,2022-01-30,Shipped,,23600
16377,2022-02-04,2022-02-26,2022-02-14,Shipped,,24605
16378,2025-04-08,2025-05-06,2025-04-18,Disputed,Replacement for damaged order.,22457
16379,2023-12-14,2024-01-03,2023-12-23,Shipped,,20831
16380,2026-04-07,2026-04-29,,Cancelled,International shipment — customs docs needed.,20309
16381,2024-08-15,2024-08-29,2024-08-23,Shipped,,22303
16382,2024-06-26,2024-07-19,,Cancelled,Please ship as soon as possible.,21103
16383,2024-06-12,2024-07-04,2024-06-13,Disputed,Partial shipment approved by customer.,24828
16384,2024-05-15,2024-06-09,,On Hold,,21075
16385,2026-03-08,2026-03-24,,On Hold,Special discount applied.,24071
16386,2024-04-01,2024-04-11,2024-04-03,Shipped,Check stock before processing.,22382
16387,2026-07-04,2026-07-12,2026-07-10,Shipped,Customer will pick up at warehouse.,21290
16388,2025-06-05,2025-06-23,2025-06-06,Shipped,Replacement for damaged order.,21044
16389,2026-04-25,2026-05-10,2026-05-05,Shipped,Backorder — ship when available.,24600
16390,2024-04-06,2024-04-21,2024-04-16,Shipped,,21307
16391,2024-12-02,2024-12-13,2024-12-10,Shipped,,23639
16392,2023-09-03,2023-09-20,2023-09-05,Shipped,Verified credit before processing.,23064
16393,2023-07-03,2023-07-26,,Cancelled,Backorder — ship when available.,20821
16394,2025-04-13,2025-04-24,2025-04-21,Shipped,,24683
16395,2025-05-22,2025-05-30,2025-05-25,Shipped,,21606
16396,2025-12-13,2025-12-22,,On Hold,Call before delivery.,21538
16397,2022-06-27,2022-07-06,,In Process,Hold for customer confirmation.,20134
16398,2025-11-10,2025-11-24,,On Hold,Please ship as soon as possible.,23049
16399,2025-09-14,2025-09-29,,Cancelled,Special discount applied.,21261
16400,2023-03-04,2023-03-30,,In Process,Gift wrapping requested.,23339
16401,2024-11-11,2024-11-22,2024-11-19,Shipped,,21581
16402,2025-05-30,2025-06-10,2025-06-02,Shipped,,20354
16403,2026-04-13,2026-05-08,,Cancelled,Check stock before processing.,22742
16404,2026-06-08,2026-07-07,2026-06-18,Shipped,,23009
16405,2024-12-27,2025-01-16,2025-01-06,Shipped,Replacement for damaged order.,22825
16406,2023-02-22,2023-03-17,,Cancelled,,22022
16407,2024-11-19,2024-11-26,,On Hold,Call before delivery.,21997
16408,2025-12-01,2025-12-12,2025-12-05,Shipped,Customer requested expedited shipping.,20815
16409,2025-06-30,2025-07-25,,On Hold,International shipment — customs docs needed.,22752
16410,2025-06-08,2025-06-18,2025-06-15,Resolved,Customer requested expedited shipping.,23882
16411,2023-06-14,2023-06-27,2023-06-22,Shipped,Fragile items — handle with care.,20437
16412,2023-10-02,2023-10-28,2023-10-09,Shipped,Customer will pick up at warehouse.,22333
16413,2024-10-01,2024-10-08,2024-10-06,Disputed,Special discount applied.,21008
16414,2024-04-28,2024-05-08,2024-04-29,Shipped,International shipment — customs docs needed.,24060
16415,2025-05-28,2025-06-15,2025-05-29,Shipped,,22023
16416,2023-05-14,2023-06-05,2023-05-19,Shipped,,22767
16417,2025-06-20,2025-07-19,2025-06-29,Shipped,Check stock before processing.,21754
16418,2022-06-05,2022-06-17,2022-06-10,Shipped,Customer will pick up at warehouse.,20768
16419,2025-09-07,2025-09-21,,In Process,,24100
16420,2023-12-26,2024-01-24,2024-01-03,Shipped,Gift wrapping requested.,20009
16421,2023-11-26,2023-12-20,2023-11-28,Resolved,Hold for customer confirmation.,24103
16422,2024-03-12,2024-03-25,2024-03-15,Shipped,Please ship as soon as possible.,20486
16423,2025-09-21,2025-10-12,,On Hold,Customer requested expedited shipping.,24825
16424,2022-10-30,2022-11-12,,On Hold,Please ship as soon as possible.,21123
16425,2024-11-01,2024-11-23,2024-11-08,Shipped,Gift wrapping requested.,21148
16426,2026-07-06,2026-07-14,,Cancelled,Priority customer — rush order.,23718
16427,2026-06-20,2026-07-06,,In Process,Customer will pick up at warehouse.,24490
16428,2025-06-24,2025-07-19,2025-06-28,Shipped,,21009
16429,2026-01-25,2026-02-09,,Cancelled,Customer will pick up at warehouse.,20316
16430,2026-05-12,2026-06-11,2026-05-22,Shipped,,22193
16431,2025-05-05,2025-05-16,2025-05-11,Shipped,Gift wrapping requested.,20571
16432,2026-01-05,2026-01-29,,In Process,Customer requested expedited shipping.,24629
16433,2024-06-18,2024-07-14,,On Hold,Partial shipment approved by customer.,23436
16434,2023-12-19,2024-01-17,2023-12-26,Resolved,,23500
16435,2022-06-06,2022-06-16,2022-06-16,Shipped,,22773
16436,2023-12-05,2023-12-29,2023-12-15,Shipped,,20875
16437,2023-07-22,2023-08-18,2023-07-30,Resolved,Customer will pick up at warehouse.,21154
16438,2022-11-17,2022-11-24,,On Hold,,23566
16439,2025-03-09,2025-03-18,2025-03-15,Resolved,Partial shipment approved by customer.,22527
16440,2024-06-06,2024-06-19,2024-06-11,Disputed,,23488
16441,2026-06-16,2026-07-16,2026-06-24,Shipped,International shipment — customs docs needed.,23749
16442,2023-11-01,2023-11-15,2023-11-06,Shipped,Please ship as soon as possible.,20722
16443,2025-02-23,2025-03-24,2025-02-27,Disputed,,22410
16444,2024-08-31,2024-09-16,,On Hold,Replacement for damaged order.,23825
16445,2023-03-16,2023-04-02,2023-03-24,Disputed,,23815
16446,2022-06-17,2022-07-10,2022-06-19,Shipped,,22309
16447,2022-09-05,2022-09-29,,In Process,,22537
16448,2026-06-14,2026-07-03,,In Process,,24980
16449,2022-10-21,2022-11-05,2022-10-28,Disputed,,21136
16450,2024-08-14,2024-08-27,2024-08-22,Shipped,Customer will pick up at warehouse.,22794
16451,2025-10-10,2025-11-02,2025-10-11,Shipped,,24163
16452,2023-07-09,2023-07-22,2023-07-19,Shipped,Call before delivery.,23169
16453,2023-06-06,2023-07-04,2023-06-16,Disputed,International shipment — customs docs needed.,20260
16454,2023-11-26,2023-12-18,,Cancelled,,22947
16455,2025-11-28,2025-12-13,2025-11-29,Resolved,Fragile items — handle with care.,24066
16456,2025-09-02,2025-09-16,2025-09-07,Shipped,Check stock before processing.,20015
16457,2025-06-06,2025-06-19,,In Process,Customer requested expedited shipping.,22265
16458,2025-10-19,2025-10-31,2025-10-22,Shipped,Backorder — ship when available.,21928
16459,2026-02-22,2026-03-10,,On Hold,Priority customer — rush order.,24410
16460,2022-05-15,2022-06-12,2022-05-25,Shipped,Replacement for damaged order.,21406
16461,2023-09-03,2023-09-21,2023-09-06,Shipped,Please ship as soon as possible.,21998
16462,2022-10-12,2022-11-01,2022-10-17,Shipped,Customer will pick up at warehouse.,21016
16463,2024-06-30,2024-07-08,,On Hold,Verified credit before processing.,24837
16464,2022-04-16,2022-04-25,,In Process,Special discount applied.,20166
16465,2025-03-12,2025-03-31,2025-03-18,Shipped,,20084
16466,2022-03-28,2022-04-09,2022-04-06,Shipped,Customer will pick up at warehouse.,20985
16467,2025-07-20,2025-08-19,2025-07-29,Shipped,,21413
16468,2025-02-08,2025-03-06,,Cancelled,Customer requested expedited shipping.,20724
16469,2024-11-15,2024-11-29,,In Process,,24495
16470,2025-09-26,2025-10-11,,On Hold,Customer requested expedited shipping.,24662
16471,2022-05-29,2022-06-24,,On Hold,Verified credit before processing.,20778
16472,2026-01-25,2026-02-16,2026-01-29,Shipped,,20338
16473,2022-02-21,2022-03-05,,Cancelled,,21129
16474,2023-07-29,2023-08-22,2023-08-06,Resolved,Backorder — ship when available.,24199
16475,2025-12-30,2026-01-23,2026-01-09,Shipped,,22885
16476,2026-01-01,2026-01-31,,In Process,Call before delivery.,22422
16477,2022-03-23,2022-04-05,2022-03-25,Shipped,Replacement for damaged order.,23270
16478,2025-12-04,2025-12-17,2025-12-11,Resolved,Priority customer — rush order.,21264
16479,2023-08-27,2023-09-07,2023-09-03,Shipped,Please ship as soon as possible.,24308
16480,2024-07-17,2024-08-07,2024-07-23,Disputed,Verified credit before processing.,22821
16481,2023-12-05,2023-12-19,,Cancelled,,22187
16482,2024-08-18,2024-09-01,,On Hold,Priority customer — rush order.,23102
16483,2026-03-18,2026-04-10,2026-03-19,Shipped,Hold for customer confirmation.,24136
16484,2023-11-22,2023-12-16,2023-11-26,Resolved,Replacement for damaged order.,20650
16485,2026-03-18,2026-04-08,2026-03-20,Shipped,,24242
16486,2026-01-22,2026-02-19,,In Process,Check stock before processing.,23263
16487,2025-02-14,2025-03-01,2025-02-18,Shipped,Customer requested expedited shipping.,24457
16488,2026-03-27,2026-04-16,2026-03-30,Shipped,Special discount applied.,21852
16489,2022-05-04,2022-05-24,2022-05-11,Shipped,Please ship as soon as possible.,24483
16490,2022-10-29,2022-11-26,2022-11-08,Shipped,International shipment — customs docs needed.,22031
16491,2022-10-04,2022-10-21,,On Hold,Gift wrapping requested.,23863
16492,2024-12-06,2024-12-17,2024-12-10,Shipped,Priority customer — rush order.,20547
16493,2024-06-30,2024-07-20,2024-07-03,Shipped,International shipment — customs docs needed.,21501
16494,2022-02-07,2022-02-17,2022-02-10,Shipped,,20445
16495,2026-05-27,2026-06-04,2026-05-31,Shipped,Call before delivery.,21994
16496,2022-11-22,2022-12-14,2022-11-24,Shipped,,22962
16497,2024-11-10,2024-11-23,,On Hold,Fragile items — handle with care.,23025
16498,2022-01-11,2022-02-07,,On Hold,Priority customer — rush order.,20958
16499,2024-01-08,2024-01-30,2024-01-18,Shipped,,24598
16500,2023-04-28,2023-05-11,,Cancelled,Call before delivery.,23703
16501,2025-11-10,2025-12-05,,In Process,Replacement for damaged order.,24492
16502,2024-12-30,2025-01-07,2025-01-07,Shipped,Priority customer — rush order.,21762
16503,2025-06-29,2025-07-06,,Cancelled,Please ship as soon as possible.,21970
16504,2023-12-02,2023-12-23,2023-12-05,Resolved,Customer requested expedited shipping.,24381
16505,2024-06-16,2024-07-09,2024-06-25,Shipped,Please ship as soon as possible.,24513
16506,2023-04-21,2023-04-29,2023-04-30,Disputed,,24647
16507,2023-07-28,2023-08-15,,On Hold,,20595
16508,2023-04-20,2023-05-02,,Cancelled,Customer will pick up at warehouse.,20586
16509,2022-12-15,2023-01-13,2022-12-20,Shipped,Replacement for damaged order.,23074
16510,2025-11-03,2025-11-14,2025-11-05,Disputed,,23574
16511,2024-01-17,2024-02-06,,Cancelled,Partial shipment approved by customer.,23815
16512,2025-10-16,2025-11-14,2025-10-24,Shipped,,23577
16513,2022-02-16,2022-03-01,2022-02-18,Shipped,,22562
16514,2025-05-27,2025-06-15,,In Process,Please ship as soon as possible.,23755
16515,2024-08-27,2024-09-25,2024-08-30,Resolved,,24825
16516,2023-04-11,2023-05-08,2023-04-14,Shipped,Verified credit before processing.,23877
16517,2022-05-05,2022-05-13,2022-05-14,Shipped,Backorder — ship when available.,20261
16518,2025-09-30,2025-10-20,,In Process,Priority customer — rush order.,20827
16519,2024-03-27,2024-04-21,2024-03-29,Shipped,Special discount applied.,20189
16520,2026-01-27,2026-02-05,2026-02-06,Disputed,Backorder — ship when available.,21211
16521,2024-07-06,2024-07-22,2024-07-13,Shipped,Replacement for damaged order.,20173
16522,2025-06-04,2025-06-11,2025-06-08,Shipped,,23084
16523,2025-10-04,2025-10-14,2025-10-09,Shipped,International shipment — customs docs needed.,20352
16524,2024-12-26,2025-01-18,2024-12-30,Disputed,,20181
16525,2022-05-03,2022-06-02,,Cancelled,Gift wrapping requested.,21039
16526,2025-08-05,2025-08-21,2025-08-14,Shipped,,21185
16527,2025-02-10,2025-02-23,,On Hold,Customer requested expedited shipping.,23421
16528,2022-08-05,2022-08-17,2022-08-10,Shipped,Replacement for damaged order.,21725
16529,2022-11-05,2022-11-15,2022-11-12,Disputed,Gift wrapping requested.,22848
16530,2022-12-05,2022-12-30,,On Hold,Fragile items — handle with care.,22604
16531,2022-01-25,2022-02-23,2022-01-29,Shipped,Partial shipment approved by customer.,24181
16532,2024-08-02,2024-08-17,2024-08-10,Shipped,Verified credit before processing.,20102
16533,2023-02-03,2023-02-11,2023-02-04,Resolved,Fragile items — handle with care.,24043
16534,2025-11-24,2025-12-05,2025-12-01,Shipped,Call before delivery.,21209
16535,2026-07-13,2026-08-07,2026-07-17,Shipped,Priority customer — rush order.,22024
16536,2026-06-13,2026-06-26,2026-06-17,Shipped,Priority customer — rush order.,24595
16537,2024-10-01,2024-10-26,2024-10-10,Shipped,,21892
16538,2023-11-07,2023-12-07,2023-11-16,Disputed,Priority customer — rush order.,22528
16539,2023-12-04,2024-01-03,2023-12-11,Disputed,Customer will pick up at warehouse.,23772
16540,2026-07-09,2026-07-27,2026-07-11,Shipped,Hold for customer confirmation.,24303
16541,2022-05-01,2022-05-12,2022-05-11,Shipped,Partial shipment approved by customer.,21257
16542,2024-06-13,2024-06-21,,On Hold,Gift wrapping requested.,24999
16543,2023-01-24,2023-02-16,,On Hold,Priority customer — rush order.,20982
16544,2023-01-03,2023-01-17,,On Hold,,22732
16545,2025-05-26,2025-06-24,2025-06-03,Disputed,Hold for customer confirmation.,22539
16546,2024-11-03,2024-12-03,2024-11-07,Shipped,Call before delivery.,22304
16547,2022-01-10,2022-01-23,2022-01-12,Shipped,,24818
16548,2023-12-14,2023-12-30,,In Process,,24678
16549,2025-10-31,2025-11-14,2025-11-06,Shipped,,21558
16550,2023-09-29,2023-10-16,,Cancelled,Gift wrapping requested.,23854
16551,2023-09-12,2023-10-01,2023-09-22,Shipped,,21172
16552,2022-04-05,2022-04-27,2022-04-12,Shipped,,24179
16553,2025-11-20,2025-12-17,2025-11-23,Shipped,Fragile items — handle with care.,24116
16554,2023-03-11,2023-03-18,2023-03-15,Shipped,Priority customer — rush order.,24685
16555,2024-01-26,2024-02-18,2024-02-03,Shipped,Fragile items — handle with care.,22861
16556,2025-04-26,2025-05-26,2025-04-29,Resolved,,21737
16557,2023-09-13,2023-10-13,2023-09-19,Shipped,Priority customer — rush order.,21347
16558,2025-07-28,2025-08-17,2025-08-07,Disputed,,20095
16559,2022-01-03,2022-01-30,2022-01-13,Shipped,,20112
16560,2022-05-06,2022-05-16,2022-05-16,Shipped,Partial shipment approved by customer.,23243
16561,2022-06-08,2022-07-08,,On Hold,Customer will pick up at warehouse.,22755
16562,2024-06-29,2024-07-28,,On Hold,International shipment — customs docs needed.,21768
16563,2025-01-23,2025-02-03,2025-02-02,Shipped,,22187
16564,2023-10-10,2023-11-01,2023-10-19,Shipped,Priority customer — rush order.,20179
16565,2023-09-18,2023-09-27,2023-09-26,Shipped,,21588
16566,2022-05-27,2022-06-24,2022-05-28,Resolved,Please ship as soon as possible.,22631
16567,2022-05-20,2022-06-16,2022-05-22,Shipped,Fragile items — handle with care.,20122
16568,2024-01-17,2024-01-27,2024-01-21,Shipped,,20144
16569,2024-04-21,2024-05-05,,On Hold,Fragile items — handle with care.,24460
16570,2023-08-16,2023-09-11,2023-08-24,Shipped,Verified credit before processing.,22045
16571,2022-09-08,2022-09-25,2022-09-11,Shipped,,21683
16572,2024-08-01,2024-08-12,,On Hold,Hold for customer confirmation.,20876
16573,2022-04-09,2022-04-19,2022-04-10,Resolved,Hold for customer confirmation.,23657
16574,2026-06-27,2026-07-08,2026-07-02,Resolved,Customer will pick up at warehouse.,23859
16575,2025-10-18,2025-11-03,2025-10-22,Shipped,International shipment — customs docs needed.,21593
16576,2025-07-29,2025-08-28,,In Process,Hold for customer confirmation.,20164
16577,2023-06-07,2023-06-25,2023-06-16,Shipped,,24419
16578,2025-11-04,2025-11-15,2025-11-07,Resolved,Backorder — ship when available.,23375
16579,2023-11-18,2023-12-08,2023-11-19,Shipped,Call before delivery.,24213
16580,2024-11-09,2024-11-24,2024-11-10,Resolved,Gift wrapping requested.,23758
16581,2024-07-20,2024-08-18,2024-07-25,Disputed,Customer requested expedited shipping.,23088
16582,2022-08-23,2022-09-13,,In Process,,22629
16583,2024-11-19,2024-12-14,2024-11-29,Shipped,,22604
16584,2024-01-13,2024-01-26,2024-01-18,Shipped,Call before delivery.,22550
16585,2023-06-03,2023-06-23,2023-06-06,Shipped,Replacement for damaged order.,22953
16586,2023-04-10,2023-05-03,2023-04-18,Shipped,,24041
16587,2024-10-24,2024-11-21,,On Hold,Special discount applied.,24886
16588,2026-01-08,2026-01-30,,Cancelled,Customer requested expedited shipping.,21754
16589,2022-05-27,2022-06-08,2022-05-30,Shipped,Fragile items — handle with care.,21276
16590,2025-05-27,2025-06-04,,On Hold,,23904
16591,2023-01-03,2023-01-16,2023-01-07,Shipped,,23510
16592,2024-06-09,2024-06-23,2024-06-14,Shipped,Customer will pick up at warehouse.,23249
16593,2025-06-29,2025-07-23,2025-07-09,Shipped,Replacement for damaged order.,20755
16594,2023-05-17,2023-05-30,2023-05-18,Shipped,Priority customer — rush order.,20750
16595,2025-09-30,2025-10-20,2025-10-09,Shipped,,22415
16596,2023-05-10,2023-05-23,,In Process,Customer requested expedited shipping.,22603
16597,2022-01-17,2022-01-29,,On Hold,Call before delivery.,22783
16598,2025-04-10,2025-05-06,2025-04-14,Shipped,,21229
16599,2022-12-14,2023-01-08,,In Process,Fragile items — handle with care.,21874
16600,2025-11-05,2025-11-22,2025-11-13,Shipped,,21588
16601,2023-08-02,2023-08-19,2023-08-03,Shipped,Priority customer — rush order.,23315
16602,2023-11-08,2023-12-01,2023-11-12,Resolved,Call before delivery.,23433
16603,2022-02-26,2022-03-28,,In Process,,21340
16604,2022-04-09,2022-05-03,2022-04-12,Disputed,Hold for customer confirmation.,22403
16605,2022-09-14,2022-09-21,2022-09-20,Shipped,,21573
16606,2023-06-29,2023-07-09,2023-07-05,Shipped,Verified credit before processing.,20446
16607,2023-11-18,2023-12-17,2023-11-23,Shipped,,22322
16608,2025-11-27,2025-12-21,2025-12-02,Shipped,Customer requested expedited shipping.,23645
16609,2022-09-15,2022-10-13,2022-09-16,Disputed,,22989
16610,2025-12-17,2025-12-25,2025-12-24,Resolved,Replacement for damaged order.,20217
16611,2025-06-14,2025-07-05,2025-06-18,Disputed,Fragile items — handle with care.,21741
16612,2026-03-21,2026-04-10,,Cancelled,Partial shipment approved by customer.,20896
16613,2022-02-25,2022-03-20,,In Process,,22097
16614,2023-03-22,2023-04-15,2023-04-01,Shipped,,20975
16615,2022-11-29,2022-12-06,2022-12-02,Disputed,Hold for customer confirmation.,24557
16616,2022-08-20,2022-09-19,2022-08-22,Disputed,Hold for customer confirmation.,24894
16617,2025-05-01,2025-05-25,,On Hold,,20790
16618,2024-06-20,2024-07-16,,In Process,Hold for customer confirmation.,20371
16619,2024-09-07,2024-09-23,2024-09-13,Shipped,Priority customer — rush order.,20933
16620,2023-05-18,2023-06-13,,On Hold,,21458
16621,2024-12-28,2025-01-26,,Cancelled,,24412
16622,2022-08-22,2022-09-03,2022-08-28,Resolved,Hold for customer confirmation.,20051
16623,2022-02-27,2022-03-09,,On Hold,Check stock before processing.,21664
16624,2022-12-11,2023-01-10,2022-12-16,Shipped,Hold for customer confirmation.,21492
16625,2022-10-14,2022-11-07,2022-10-22,Shipped,,22569
16626,2024-06-23,2024-07-16,2024-06-24,Shipped,Fragile items — handle with care.,23753
16627,2025-05-06,2025-05-18,2025-05-13,Disputed,,24307
16628,2022-11-30,2022-12-17,2022-12-05,Shipped,,21019
16629,2024-01-03,2024-01-10,2024-01-05,Disputed,,21431
16630,2024-01-19,2024-02-01,2024-01-21,Shipped,,23703
16631,2022-05-24,2022-06-02,2022-06-02,Shipped,,24792
16632,2023-07-21,2023-07-31,2023-07-22,Shipped,Hold for customer confirmation.,23105
16633,2022-02-08,2022-02-16,,On Hold,Backorder — ship when available.,23728
16634,2022-02-05,2022-02-18,2022-02-10,Shipped,Priority customer — rush order.,23287
16635,2022-04-04,2022-04-18,,On Hold,Customer requested expedited shipping.,21432
16636,2024-03-05,2024-03-29,2024-03-06,Disputed,Please ship as soon as possible.,23556
16637,2025-09-10,2025-09-17,2025-09-19,Shipped,Verified credit before processing.,24993
16638,2025-03-27,2025-04-13,,On Hold,,22769
16639,2022-03-26,2022-04-25,2022-04-04,Shipped,,23310
16640,2023-03-29,2023-04-26,,On Hold,Hold for customer confirmation.,24614
16641,2023-12-17,2024-01-05,2023-12-24,Resolved,,24863
16642,2023-01-08,2023-01-28,,In Process,,22999
16643,2022-12-15,2023-01-05,2022-12-20,Disputed,,24553
16644,2022-06-12,2022-06-23,2022-06-19,Shipped,Check stock before processing.,20461
16645,2024-11-22,2024-12-12,2024-12-01,Shipped,Check stock before processing.,22010
16646,2024-04-28,2024-05-12,2024-05-04,Resolved,International shipment — customs docs needed.,24484
16647,2023-05-10,2023-05-25,2023-05-16,Shipped,,20049
16648,2023-07-24,2023-08-07,2023-08-03,Shipped,,20126
16649,2024-06-09,2024-06-17,,In Process,,24772
16650,2025-04-11,2025-05-10,,Cancelled,Hold for customer confirmation.,20623
16651,2026-03-16,2026-03-31,,Cancelled,,22282
16652,2022-08-25,2022-09-18,,In Process,Backorder — ship when available.,21287
16653,2024-06-05,2024-06-30,,On Hold,Special discount applied.,22493
16654,2023-11-24,2023-12-17,2023-11-30,Disputed,,23583
16655,2023-05-23,2023-05-30,2023-05-30,Shipped,Special discount applied.,24300
16656,2022-05-10,2022-06-05,,Cancelled,,21229
16657,2023-02-27,2023-03-14,2023-03-04,Shipped,Fragile items — handle with care.,24336
16658,2022-06-28,2022-07-18,2022-07-04,Shipped,Priority customer — rush order.,24054
16659,2023-10-23,2023-11-04,2023-10-24,Shipped,Replacement for damaged order.,22740
16660,2023-08-05,2023-08-27,,Cancelled,,24809
16661,2023-05-12,2023-06-05,2023-05-15,Shipped,Fragile items — handle with care.,22430
16662,2024-06-26,2024-07-06,2024-06-29,Shipped,Backorder — ship when available.,23418
16663,2024-11-24,2024-12-20,2024-11-30,Disputed,Gift wrapping requested.,22478
16664,2022-08-17,2022-08-25,2022-08-27,Shipped,Partial shipment approved by customer.,21391
16665,2026-03-23,2026-04-09,2026-03-28,Shipped,,20784
16666,2024-08-15,2024-09-10,2024-08-18,Shipped,Hold for customer confirmation.,24483
16667,2024-08-24,2024-09-09,2024-09-03,Disputed,Verified credit before processing.,22018
16668,2023-02-05,2023-02-25,2023-02-11,Shipped,,22363
16669,2022-05-23,2022-05-30,2022-05-30,Shipped,Customer requested expedited shipping.,21758
16670,2024-02-15,2024-03-16,,In Process,,23611
16671,2025-02-17,2025-03-04,,On Hold,Customer will pick up at warehouse.,24349
16672,2025-07-24,2025-08-10,2025-08-02,Shipped,,20520
16673,2023-10-29,2023-11-08,2023-10-30,Shipped,Priority customer — rush order.,21212
16674,2023-12-07,2023-12-30,2023-12-15,Shipped,,20163
16675,2026-06-24,2026-07-18,2026-06-29,Disputed,Please ship as soon as possible.,20071
16676,2024-02-28,2024-03-23,,On Hold,,24674
16677,2025-09-06,2025-09-13,,Cancelled,Customer requested expedited shipping.,21370
16678,2023-10-02,2023-10-18,2023-10-06,Resolved,,20381
16679,2023-08-24,2023-08-31,2023-08-26,Shipped,,24760
16680,2022-08-19,2022-09-10,,On Hold,,20719
16681,2025-09-10,2025-10-06,,Cancelled,Customer requested expedited shipping.,22201
16682,2024-06-20,2024-06-29,2024-06-25,Resolved,Verified credit before processing.,22608
16683,2024-02-24,2024-03-09,2024-02-29,Disputed,Check stock before processing.,24320
16684,2023-04-11,2023-05-04,,Cancelled,,20338
16685,2022-07-30,2022-08-14,2022-08-04,Resolved,International shipment — customs docs needed.,21521
16686,2025-10-03,2025-10-21,2025-10-10,Shipped,Please ship as soon as possible.,23361
16687,2024-08-31,2024-09-12,2024-09-10,Shipped,,21055
16688,2023-06-04,2023-06-14,,Cancelled,Priority customer — rush order.,24482
16689,2023-01-21,2023-02-06,,Cancelled,Fragile items — handle with care.,20034
16690,2024-03-19,2024-04-15,2024-03-23,Shipped,,22658
16691,2024-04-23,2024-05-07,2024-05-03,Shipped,Verified credit before processing.,20244
16692,2024-09-24,2024-10-04,,On Hold,Customer requested expedited shipping.,23935
16693,2024-11-19,2024-12-12,2024-11-23,Shipped,,21372
16694,2022-12-10,2022-12-30,,In Process,Priority customer — rush order.,21819
16695,2023-03-20,2023-04-05,2023-03-27,Resolved,Check stock before processing.,22918
16696,2023-08-09,2023-09-02,2023-08-11,Shipped,Verified credit before processing.,24299
16697,2022-02-17,2022-02-24,2022-02-19,Shipped,Priority customer — rush order.,21262
16698,2023-02-28,2023-03-30,2023-03-06,Shipped,Gift wrapping requested.,23098
16699,2023-05-11,2023-05-28,2023-05-12,Resolved,,24074
16700,2024-04-21,2024-05-03,2024-04-26,Disputed,,23938
16701,2023-05-11,2023-05-23,,Cancelled,International shipment — customs docs needed.,20788
16702,2026-03-23,2026-04-13,2026-03-26,Shipped,,22910
16703,2023-05-07,2023-05-30,,In Process,,20702
16704,2023-01-18,2023-02-05,2023-01-19,Shipped,Customer will pick up at warehouse.,24432
16705,2024-05-29,2024-06-19,,On Hold,Check stock before processing.,22448
16706,2026-06-20,2026-07-01,,On Hold,Replacement for damaged order.,22964
16707,2022-07-05,2022-07-18,,Cancelled,Verified credit before processing.,20835
16708,2022-12-15,2022-12-28,2022-12-18,Shipped,Fragile items — handle with care.,21945
16709,2026-04-24,2026-05-18,2026-05-04,Disputed,Backorder — ship when available.,20312
16710,2026-02-27,2026-03-23,2026-03-04,Shipped,,22720
16711,2026-05-29,2026-06-23,2026-06-03,Shipped,International shipment — customs docs needed.,21966
16712,2022-02-04,2022-03-02,2022-02-08,Shipped,Please ship as soon as possible.,21759
16713,2024-07-20,2024-07-30,2024-07-22,Resolved,Fragile items — handle with care.,20209
16714,2026-02-13,2026-03-14,2026-02-19,Shipped,Customer requested expedited shipping.,24091
16715,2022-12-30,2023-01-27,,In Process,Call before delivery.,21325
16716,2023-09-04,2023-09-13,2023-09-09,Shipped,Partial shipment approved by customer.,21359
16717,2023-06-12,2023-06-30,2023-06-16,Shipped,Customer will pick up at warehouse.,21060
16718,2025-09-12,2025-10-02,,On Hold,Check stock before processing.,24815
16719,2023-11-14,2023-11-26,2023-11-20,Disputed,Customer requested expedited shipping.,21718
